# Every straight sloper off the roof point on NEC-2 (tools/nec_roof_sloper_scan.py).
# Roof feed ENU (-10.7, -10.5), cells workable >= 1.02 dBi. brg in degrees true.
roof_ft,dir,brg_true,brg_mag,run_m,end_ft,slope_deg,cells3,regions3,dBi3,worst3,cells2,dBi2,cells3_thr_minus2,cells3_thr_plus2,nbr_mean3,on_lot,setback_ok
25,up,313.00,297.70,24.50,127.1,51.8,17,13,-0.22,-13.7,11,-0.24,38,7,16.84,1,1
25,up,313.00,297.70,24.75,126.4,51.3,17,13,-0.18,-11.9,11,-0.22,37,7,17.08,1,1
25,up,313.00,297.70,25.00,125.8,50.9,17,13,-0.14,-11.9,11,-0.21,35,7,17.36,1,1
25,up,313.00,297.70,25.25,125.1,50.4,18,13,-0.10,-11.8,11,-0.19,35,7,17.8,1,1
25,up,313.00,297.70,25.50,124.4,49.9,19,13,-0.06,-11.6,12,-0.18,34,8,18.32,1,1
25,up,313.00,297.70,25.75,123.7,49.4,18,13,-0.02,-11.4,11,-0.16,35,8,18.92,1,1
25,up,313.00,297.70,26.00,123.0,49.0,19,14,0.02,-11.0,12,-0.14,36,8,19.28,1,1
25,up,313.00,297.70,26.25,122.3,48.5,20,15,0.07,-10.7,13,-0.13,37,8,19.56,1,1
25,up,313.00,297.70,26.50,121.5,48.0,20,15,0.11,-10.2,13,-0.11,37,8,19.76,1,1
25,up,313.00,297.70,26.75,120.8,47.5,20,15,0.15,-9.8,13,-0.09,37,9,19.92,1,1
25,up,313.00,297.70,27.00,120.0,47.0,20,15,0.19,-9.8,13,-0.07,37,9,20.0,1,1
25,up,313.00,297.70,27.25,119.3,46.5,21,16,0.24,-10.1,14,-0.05,39,10,20.08,1,1
25,up,313.00,297.70,27.50,118.5,46.0,21,16,0.28,-10.3,14,-0.03,39,10,20.16,1,1
25,up,313.00,297.70,27.75,117.7,45.5,21,16,0.32,-10.5,14,-0.01,38,10,20.6,1,1
25,up,313.00,297.70,28.00,116.9,45.0,21,16,0.36,-10.7,14,0.01,39,10,21.04,1,1
25,up,313.00,297.70,28.25,116.0,44.5,23,17,0.40,-10.8,15,0.03,38,11,21.52,1,1
25,up,313.00,297.70,28.50,115.2,44.0,23,17,0.44,-10.8,15,0.06,38,11,22.08,1,1
25,up,313.00,297.70,28.75,114.3,43.4,23,17,0.48,-10.7,15,0.08,39,11,22.72,1,1
25,up,313.00,297.70,29.00,113.5,42.9,24,18,0.52,-10.6,16,0.10,39,12,22.92,1,1
25,up,313.00,297.70,29.25,112.6,42.4,24,18,0.55,-10.4,16,0.12,40,12,23.08,1,1
25,up,313.00,297.70,29.50,111.7,41.8,23,17,0.59,-10.1,16,0.15,44,12,23.4,1,1
25,up,313.00,297.70,29.75,110.7,41.3,23,17,0.62,-9.8,16,0.17,44,12,23.72,1,1
25,up,313.00,297.70,30.00,109.8,40.7,24,18,0.65,-9.5,17,0.19,43,13,24.28,1,1
25,up,313.00,297.70,30.25,108.8,40.2,24,18,0.68,-10.3,17,0.21,44,13,25.12,1,1
25,up,313.00,297.70,30.50,107.9,39.6,26,19,0.70,-12.1,19,0.23,43,14,26.2,1,1
25,up,313.00,297.70,30.75,106.9,39.1,27,20,0.73,-14.4,19,0.25,44,14,27.2,1,1
25,up,313.00,297.70,31.00,105.8,38.5,28,21,0.75,-17.2,19,0.27,44,13,28.12,1,1
25,up,313.00,297.70,31.25,104.8,37.9,28,21,0.78,-20.4,19,0.29,45,12,29.08,1,1
25,up,313.00,297.70,31.50,103.7,37.3,28,21,0.80,-21.7,19,0.31,45,11,30.0,1,1
25,up,313.00,297.70,31.75,102.6,36.7,31,21,0.83,-19.2,19,0.33,45,10,30.92,1,1
25,up,313.00,297.70,32.00,101.5,36.1,33,21,0.85,-16.1,20,0.34,48,9,31.96,1,1
25,up,313.00,297.70,32.25,100.4,35.5,34,21,0.88,-13.5,21,0.36,49,8,33.28,1,1
25,up,313.00,297.70,32.50,99.2,34.8,34,21,0.90,-11.4,21,0.38,50,7,34.08,1,1
25,up,313.00,297.70,32.75,98.0,34.2,35,21,0.93,-11.6,22,0.40,50,7,34.76,1,1
25,up,313.00,297.70,33.00,96.8,33.6,35,21,0.96,-12.0,21,0.42,50,9,35.28,1,1
25,up,313.00,297.70,33.25,95.6,32.9,36,21,0.98,-12.3,21,0.45,50,9,36.04,1,1
25,up,313.00,297.70,33.50,94.3,32.2,36,21,1.01,-12.5,21,0.47,50,10,36.48,1,1
25,up,313.00,297.70,33.75,93.0,31.5,38,21,1.04,-12.7,23,0.50,50,10,37.08,1,1
25,up,313.00,297.70,34.00,91.6,30.8,38,21,1.06,-12.9,23,0.53,49,11,37.44,1,1
25,up,313.00,297.70,34.25,90.2,30.1,38,21,1.09,-13.0,23,0.56,48,15,37.52,1,1
25,up,313.00,297.70,34.50,88.8,29.4,37,21,1.12,-13.1,22,0.60,48,17,36.96,1,1
25,up,313.00,297.70,34.75,87.3,28.7,35,21,1.15,-13.1,21,0.64,49,17,36.52,1,1
25,up,313.00,297.70,35.00,85.8,27.9,35,21,1.18,-13.1,21,0.68,49,18,36.28,1,1
25,up,313.00,297.70,35.25,84.2,27.1,37,21,1.21,-13.0,21,0.73,49,19,36.28,1,1
25,up,313.00,297.70,35.50,82.6,26.3,36,21,1.25,-12.8,22,0.78,47,19,36.44,1,1
25,up,313.00,297.70,35.75,80.9,25.5,36,21,1.29,-12.7,22,0.83,45,19,36.72,1,1
25,up,313.00,297.70,36.00,79.1,24.6,36,21,1.34,-12.9,22,0.89,46,18,36.88,1,1
25,up,313.00,297.70,36.25,77.3,23.7,35,21,1.39,-13.1,22,0.94,47,19,36.88,1,1
25,up,313.00,297.70,36.50,75.4,22.8,35,21,1.44,-13.3,22,0.99,46,19,37.12,1,1
25,up,313.00,297.70,36.75,73.4,21.9,35,21,1.49,-13.3,22,1.04,46,19,37.2,1,1
25,up,313.00,297.70,37.00,71.3,20.9,36,20,1.53,-14.2,24,1.08,45,20,37.16,1,1
25,up,313.00,297.70,37.25,69.1,19.8,35,20,1.57,-15.3,23,1.12,45,20,37.2,1,1
25,up,313.00,297.70,37.50,66.7,18.7,36,20,1.59,-15.9,24,1.14,47,19,37.12,1,1
25,up,313.00,297.70,37.75,64.2,17.6,35,19,1.61,-15.7,24,1.16,47,20,36.96,1,1
25,up,313.00,297.70,38.00,61.6,16.3,37,19,1.62,-15.0,25,1.18,48,21,36.88,1,1
25,up,313.00,297.70,38.25,58.6,15.0,37,19,1.65,-14.1,24,1.19,49,21,36.76,1,1
25,up,313.00,297.70,38.50,55.4,13.5,36,19,1.69,-13.4,22,1.21,46,22,35.88,1,1
25,up,313.00,297.70,38.75,51.8,11.9,35,19,1.74,-12.9,21,1.23,46,24,34.84,1,1
25,up,313.00,297.70,39.00,47.5,10.0,31,17,1.78,-12.5,19,1.24,45,24,33.12,1,1
25,up,313.00,297.70,39.25,42.2,7.6,31,17,1.77,-14.0,20,1.20,42,25,32.15,1,1
25,up,313.00,297.70,39.50,34.2,4.1,27,15,1.65,-19.2,17,0.95,41,22,30.87,1,1
25,up,314.00,298.70,11.00,149.8,73.9,16,14,-0.81,-27.1,14,-0.06,38,3,15.93,1,1
25,up,314.00,298.70,11.25,149.6,73.5,16,14,-0.82,-23.3,14,-0.08,38,4,16.05,1,1
25,up,314.00,298.70,11.50,149.3,73.1,16,14,-0.84,-20.1,14,-0.10,37,4,16.32,1,1
25,up,314.00,298.70,11.75,149.1,72.7,16,14,-0.85,-23.7,14,-0.12,37,4,16.68,1,1
25,up,314.00,298.70,12.00,148.8,72.4,17,14,-0.86,-31.4,14,-0.14,37,4,16.96,1,1
25,up,314.00,298.70,12.25,148.5,72.0,17,14,-0.87,-31.9,14,-0.16,37,4,17.16,1,1
25,up,314.00,298.70,12.50,148.3,71.6,17,14,-0.89,-23.8,14,-0.18,37,4,17.28,1,1
25,up,314.00,298.70,12.75,148.0,71.2,17,14,-0.90,-22.6,14,-0.20,37,3,16.88,1,1
25,up,314.00,298.70,13.00,147.7,70.8,17,14,-0.92,-26.0,14,-0.22,36,3,16.24,1,1
25,up,314.00,298.70,13.25,147.4,70.5,15,13,-0.93,-25.0,13,-0.24,36,2,15.52,1,1
25,up,314.00,298.70,13.50,147.1,70.1,14,13,-0.94,-21.2,13,-0.25,35,2,14.64,1,1
25,up,314.00,298.70,13.75,146.8,69.7,14,13,-0.96,-18.2,13,-0.27,34,2,13.8,1,1
25,up,314.00,298.70,14.00,146.5,69.3,13,13,-0.97,-16.4,13,-0.29,33,2,13.24,1,1
25,up,314.00,298.70,14.25,146.2,68.9,13,13,-0.99,-14.7,13,-0.31,32,2,12.88,1,1
25,up,314.00,298.70,14.50,145.9,68.5,12,12,-1.00,-14.7,12,-0.32,31,2,12.6,1,1
25,up,314.00,298.70,14.75,145.6,68.1,12,12,-1.01,-15.0,12,-0.34,32,2,12.48,1,1
25,up,314.00,298.70,15.00,145.2,67.7,12,12,-1.02,-15.2,12,-0.35,31,2,12.36,1,1
25,up,314.00,298.70,15.25,144.9,67.3,12,12,-1.03,-15.3,12,-0.37,29,2,12.24,1,1
25,up,314.00,298.70,15.50,144.6,67.0,12,12,-1.04,-15.4,12,-0.38,30,2,12.16,1,1
25,up,314.00,298.70,15.75,144.2,66.6,12,12,-1.05,-15.2,12,-0.39,30,2,12.08,1,1
25,up,314.00,298.70,16.00,143.8,66.2,12,12,-1.06,-16.1,12,-0.40,31,2,12.04,1,1
25,up,314.00,298.70,16.25,143.5,65.8,12,12,-1.06,-17.8,12,-0.41,32,2,12.0,1,1
25,up,314.00,298.70,16.50,143.1,65.4,12,12,-1.06,-19.3,12,-0.42,32,2,12.12,1,1
25,up,314.00,298.70,16.75,142.7,65.0,12,12,-1.06,-21.1,12,-0.43,33,2,12.36,1,1
25,up,314.00,298.70,17.00,142.3,64.6,12,12,-1.06,-22.5,12,-0.43,33,2,12.8,1,1
25,up,314.00,298.70,17.25,141.9,64.2,13,12,-1.06,-22.8,12,-0.44,33,2,13.52,1,1
25,up,314.00,298.70,17.50,141.5,63.8,13,12,-1.05,-21.7,12,-0.44,34,2,14.32,1,1
25,up,314.00,298.70,17.75,141.1,63.4,16,12,-1.04,-20.0,14,-0.45,34,2,15.04,1,1
25,up,314.00,298.70,18.00,140.7,63.0,16,12,-1.03,-18.2,14,-0.45,33,2,15.8,1,1
25,up,314.00,298.70,18.25,140.3,62.6,16,12,-1.02,-18.1,14,-0.45,34,2,16.48,1,1
25,up,314.00,298.70,18.50,139.9,62.1,17,12,-1.00,-18.7,14,-0.45,32,2,17.04,1,1
25,up,314.00,298.70,18.75,139.4,61.7,17,12,-0.98,-21.7,14,-0.45,32,2,17.36,1,1
25,up,314.00,298.70,19.00,139.0,61.3,18,12,-0.96,-26.7,15,-0.45,33,3,17.64,1,1
25,up,314.00,298.70,19.25,138.5,60.9,17,12,-0.94,-21.0,14,-0.44,33,3,17.84,1,1
25,up,314.00,298.70,19.50,138.1,60.5,17,12,-0.92,-19.5,14,-0.44,32,3,17.72,1,1
25,up,314.00,298.70,19.75,137.6,60.1,17,12,-0.89,-28.2,14,-0.43,33,3,17.28,1,1
25,up,314.00,298.70,20.00,137.1,59.7,16,12,-0.87,-28.2,13,-0.43,34,5,16.96,1,1
25,up,314.00,298.70,20.25,136.6,59.2,15,12,-0.84,-19.4,12,-0.42,36,4,16.6,1,1
25,up,314.00,298.70,20.50,136.2,58.8,16,13,-0.81,-22.8,12,-0.41,35,4,16.12,1,1
25,up,314.00,298.70,20.75,135.7,58.4,16,13,-0.78,-27.6,12,-0.40,35,4,15.8,1,1
25,up,314.00,298.70,21.00,135.1,58.0,16,13,-0.74,-21.7,12,-0.40,35,4,15.56,1,1
25,up,314.00,298.70,21.25,134.6,57.5,16,13,-0.71,-16.8,12,-0.39,35,5,15.32,1,1
25,up,314.00,298.70,21.50,134.1,57.1,15,13,-0.68,-13.6,12,-0.38,34,5,15.12,1,1
25,up,314.00,298.70,21.75,133.6,56.7,14,13,-0.64,-11.2,11,-0.37,34,6,15.04,1,1
25,up,314.00,298.70,22.00,133.0,56.3,15,14,-0.60,-10.9,11,-0.36,34,6,15.0,1,1
25,up,314.00,298.70,22.25,132.5,55.8,15,14,-0.57,-10.8,11,-0.34,35,6,15.04,1,1
25,up,314.00,298.70,22.50,131.9,55.4,15,14,-0.53,-10.6,11,-0.33,35,6,15.36,1,1
25,up,314.00,298.70,22.75,131.3,54.9,15,14,-0.49,-10.5,11,-0.32,35,6,15.72,1,1
25,up,314.00,298.70,23.00,130.8,54.5,16,14,-0.46,-12.2,11,-0.31,34,6,16.04,1,1
25,up,314.00,298.70,23.25,130.2,54.0,17,14,-0.42,-14.4,11,-0.29,37,5,16.28,1,1
25,up,314.00,298.70,23.50,129.6,53.6,17,14,-0.38,-17.1,11,-0.28,37,5,16.56,1,1
25,up,314.00,298.70,23.75,129.0,53.1,16,13,-0.34,-20.2,11,-0.27,38,5,16.68,1,1
25,up,314.00,298.70,24.00,128.3,52.7,16,13,-0.30,-21.3,11,-0.25,38,5,16.8,1,1
25,up,314.00,298.70,24.25,127.7,52.2,17,13,-0.26,-19.0,11,-0.24,38,6,16.88,1,1
25,up,314.00,298.70,24.50,127.1,51.8,17,13,-0.22,-16.0,11,-0.22,36,7,17.08,1,1
25,up,314.00,298.70,24.75,126.4,51.3,17,13,-0.18,-13.4,11,-0.21,35,7,17.52,1,1
25,up,314.00,298.70,25.00,125.8,50.9,17,13,-0.14,-11.6,11,-0.19,35,7,17.92,1,1
25,up,314.00,298.70,25.25,125.1,50.4,20,14,-0.09,-11.5,12,-0.18,35,7,18.36,1,1
25,up,314.00,298.70,25.50,124.4,49.9,19,14,-0.05,-11.4,11,-0.16,34,8,18.88,1,1
25,up,314.00,298.70,25.75,123.7,49.4,19,14,-0.01,-11.1,11,-0.14,35,8,19.44,1,1
25,up,314.00,298.70,26.00,123.0,49.0,20,15,0.03,-10.8,13,-0.13,36,8,19.8,1,1
25,up,314.00,298.70,26.25,122.3,48.5,20,15,0.08,-10.5,13,-0.11,37,8,20.12,1,1
25,up,314.00,298.70,26.50,121.5,48.0,21,16,0.12,-10.1,14,-0.09,37,8,20.36,1,1
25,up,314.00,298.70,26.75,120.8,47.5,21,16,0.16,-9.9,14,-0.07,38,9,20.52,1,1
25,up,314.00,298.70,27.00,120.0,47.0,21,16,0.21,-10.2,14,-0.05,37,9,20.6,1,1
25,up,314.00,298.70,27.25,119.3,46.5,21,16,0.25,-10.7,14,-0.03,38,10,20.56,1,1
25,up,314.00,298.70,27.50,118.5,46.0,21,16,0.30,-11.0,14,-0.01,39,10,20.52,1,1
25,up,314.00,298.70,27.75,117.7,45.5,21,16,0.34,-11.2,14,0.01,39,10,20.84,1,1
25,up,314.00,298.70,28.00,116.9,45.0,21,16,0.38,-11.2,14,0.04,38,11,21.24,1,1
25,up,314.00,298.70,28.25,116.0,44.5,23,17,0.42,-11.2,15,0.06,40,11,21.72,1,1
25,up,314.00,298.70,28.50,115.2,44.0,23,17,0.46,-11.3,15,0.08,42,11,22.32,1,1
25,up,314.00,298.70,28.75,114.3,43.4,23,17,0.50,-11.2,15,0.10,41,11,22.92,1,1
25,up,314.00,298.70,29.00,113.5,42.9,24,18,0.54,-11.1,16,0.12,40,12,23.12,1,1
25,up,314.00,298.70,29.25,112.6,42.4,24,18,0.57,-10.9,16,0.15,40,12,23.24,1,1
25,up,314.00,298.70,29.50,111.7,41.8,24,18,0.61,-10.6,16,0.17,43,13,23.44,1,1
25,up,314.00,298.70,29.75,110.7,41.3,24,18,0.64,-10.3,16,0.19,43,13,23.72,1,1
25,up,314.00,298.70,30.00,109.8,40.7,25,19,0.67,-9.9,17,0.21,43,13,24.28,1,1
25,up,314.00,298.70,30.25,108.8,40.2,25,19,0.70,-9.4,17,0.23,45,13,25.16,1,1
25,up,314.00,298.70,30.50,107.9,39.6,26,20,0.73,-9.0,18,0.25,42,14,26.24,1,1
25,up,314.00,298.70,30.75,106.9,39.1,27,21,0.75,-10.0,18,0.27,44,15,27.2,1,1
25,up,314.00,298.70,31.00,105.8,38.5,28,21,0.78,-11.6,18,0.29,44,12,28.04,1,1
25,up,314.00,298.70,31.25,104.8,37.9,28,21,0.81,-13.4,18,0.31,44,12,29.0,1,1
25,up,314.00,298.70,31.50,103.7,37.3,28,21,0.83,-15.3,18,0.32,45,12,29.84,1,1
25,up,314.00,298.70,31.75,102.6,36.7,30,21,0.86,-16.7,18,0.34,45,11,30.72,1,1
25,up,314.00,298.70,32.00,101.5,36.1,31,22,0.88,-16.8,19,0.36,47,10,31.76,1,1
25,up,314.00,298.70,32.25,100.4,35.5,34,22,0.91,-15.5,21,0.38,47,9,33.0,1,1
25,up,314.00,298.70,32.50,99.2,34.8,35,21,0.94,-13.6,21,0.39,48,7,33.76,1,1
25,up,314.00,298.70,32.75,98.0,34.2,37,21,0.96,-11.8,23,0.41,49,7,34.4,1,1
25,up,314.00,298.70,33.00,96.8,33.6,36,21,0.99,-11.4,22,0.43,49,11,34.88,1,1
25,up,314.00,298.70,33.25,95.6,32.9,36,21,1.02,-11.7,22,0.45,49,11,35.72,1,1
25,up,314.00,298.70,33.50,94.3,32.2,36,21,1.04,-11.9,22,0.47,49,12,36.32,1,1
25,up,314.00,298.70,33.75,93.0,31.5,40,21,1.07,-12.1,25,0.50,48,12,36.88,1,1
25,up,314.00,298.70,34.00,91.6,30.8,39,21,1.10,-12.3,24,0.53,48,14,37.36,1,1
25,up,314.00,298.70,34.25,90.2,30.1,38,21,1.12,-12.4,23,0.56,49,16,37.6,1,1
25,up,314.00,298.70,34.50,88.8,29.4,38,21,1.15,-12.4,23,0.59,48,16,37.12,1,1
25,up,314.00,298.70,34.75,87.3,28.7,37,21,1.18,-12.4,22,0.63,49,16,36.72,1,1
25,up,314.00,298.70,35.00,85.8,27.9,36,21,1.21,-12.4,22,0.68,49,18,36.64,1,1
25,up,314.00,298.70,35.25,84.2,27.1,36,21,1.24,-12.3,22,0.72,48,18,36.6,1,1
25,up,314.00,298.70,35.50,82.6,26.3,38,21,1.28,-12.2,23,0.77,48,17,36.76,1,1
25,up,314.00,298.70,35.75,80.9,25.5,38,21,1.32,-12.2,23,0.82,48,19,37.08,1,1
25,up,314.00,298.70,36.00,79.1,24.6,37,21,1.37,-12.5,23,0.87,47,19,37.2,1,1
25,up,314.00,298.70,36.25,77.3,23.7,38,21,1.41,-12.8,24,0.93,49,18,37.2,1,1
25,up,314.00,298.70,36.50,75.4,22.8,38,21,1.46,-13.1,24,0.98,47,21,37.48,1,1
25,up,314.00,298.70,36.75,73.4,21.9,39,21,1.51,-13.2,25,1.02,47,20,37.44,1,1
25,up,314.00,298.70,37.00,71.3,20.9,40,21,1.55,-13.3,26,1.07,44,20,37.28,1,1
25,up,314.00,298.70,37.25,69.1,19.8,38,20,1.59,-13.3,25,1.10,44,19,37.24,1,1
25,up,314.00,298.70,37.50,66.7,18.7,37,19,1.61,-13.2,25,1.13,45,19,37.0,1,1
25,up,314.00,298.70,37.75,64.2,17.6,38,19,1.63,-12.9,26,1.15,47,21,36.84,1,1
25,up,314.00,298.70,38.00,61.6,16.3,35,19,1.64,-12.6,24,1.17,46,20,36.88,1,1
25,up,314.00,298.70,38.25,58.6,15.0,38,19,1.67,-12.6,25,1.18,47,21,36.84,1,1
25,up,314.00,298.70,38.50,55.4,13.5,38,19,1.71,-12.6,25,1.20,45,21,36.04,1,1
25,up,314.00,298.70,38.75,51.8,11.9,37,19,1.76,-12.5,23,1.22,44,24,35.12,1,1
25,up,314.00,298.70,39.00,47.5,10.0,34,18,1.81,-12.5,21,1.23,45,25,33.48,1,1
25,up,314.00,298.70,39.25,42.2,7.6,31,17,1.81,-13.7,20,1.20,44,25,32.5,1,1
25,up,314.00,298.70,39.50,34.2,4.1,29,16,1.70,-18.8,18,0.95,43,22,31.2,1,1
25,up,315.00,299.70,11.00,149.8,73.9,16,14,-0.80,-27.8,14,-0.04,38,3,16.33,1,1
25,up,315.00,299.70,11.25,149.6,73.5,17,15,-0.81,-24.7,15,-0.06,38,4,16.4,1,1
25,up,315.00,299.70,11.50,149.3,73.1,17,15,-0.82,-21.3,15,-0.08,38,4,16.64,1,1
25,up,315.00,299.70,11.75,149.1,72.7,17,15,-0.83,-23.2,15,-0.10,37,4,16.96,1,1
25,up,315.00,299.70,12.00,148.8,72.4,18,15,-0.84,-30.2,15,-0.12,37,4,17.2,1,1
25,up,315.00,299.70,12.25,148.5,72.0,18,15,-0.86,-32.2,15,-0.14,38,4,17.36,1,1
25,up,315.00,299.70,12.50,148.3,71.6,18,15,-0.87,-24.2,15,-0.16,38,4,17.48,1,1
25,up,315.00,299.70,12.75,148.0,71.2,18,15,-0.88,-22.9,15,-0.18,38,3,17.16,1,1
25,up,315.00,299.70,13.00,147.7,70.8,18,15,-0.90,-26.4,15,-0.19,37,3,16.52,1,1
25,up,315.00,299.70,13.25,147.4,70.5,17,14,-0.91,-25.0,14,-0.21,36,2,15.84,1,1
25,up,315.00,299.70,13.50,147.1,70.1,14,13,-0.93,-21.0,13,-0.23,35,2,14.92,1,1
25,up,315.00,299.70,13.75,146.8,69.7,14,13,-0.94,-18.7,13,-0.25,34,2,14.04,1,1
25,up,315.00,299.70,14.00,146.5,69.3,12,12,-0.96,-16.9,12,-0.27,33,2,13.36,1,1
25,up,315.00,299.70,14.25,146.2,68.9,12,12,-0.97,-15.3,12,-0.29,32,2,12.96,1,1
25,up,315.00,299.70,14.50,145.9,68.5,12,12,-0.99,-15.6,12,-0.30,32,2,12.6,1,1
25,up,315.00,299.70,14.75,145.6,68.1,12,12,-1.00,-15.8,12,-0.32,32,2,12.48,1,1
25,up,315.00,299.70,15.00,145.2,67.7,12,12,-1.01,-15.8,12,-0.33,32,2,12.36,1,1
25,up,315.00,299.70,15.25,144.9,67.3,12,12,-1.02,-15.6,12,-0.35,31,2,12.28,1,1
25,up,315.00,299.70,15.50,144.6,67.0,12,12,-1.03,-15.4,12,-0.36,29,2,12.24,1,1
25,up,315.00,299.70,15.75,144.2,66.6,12,12,-1.04,-15.0,12,-0.37,29,2,12.16,1,1
25,up,315.00,299.70,16.00,143.8,66.2,12,12,-1.05,-15.6,12,-0.38,30,2,12.12,1,1
25,up,315.00,299.70,16.25,143.5,65.8,12,12,-1.05,-17.2,12,-0.39,32,2,12.08,1,1
25,up,315.00,299.70,16.50,143.1,65.4,12,12,-1.05,-18.0,12,-0.40,33,2,12.16,1,1
25,up,315.00,299.70,16.75,142.7,65.0,12,12,-1.05,-19.2,12,-0.41,34,2,12.32,1,1
25,up,315.00,299.70,17.00,142.3,64.6,13,12,-1.05,-21.0,12,-0.42,33,2,12.64,1,1
25,up,315.00,299.70,17.25,141.9,64.2,13,12,-1.05,-22.7,12,-0.42,32,2,13.28,1,1
25,up,315.00,299.70,17.50,141.5,63.8,13,12,-1.05,-23.4,12,-0.43,33,2,14.12,1,1
25,up,315.00,299.70,17.75,141.1,63.4,15,12,-1.04,-22.5,14,-0.43,33,2,14.88,1,1
25,up,315.00,299.70,18.00,140.7,63.0,16,12,-1.03,-20.7,14,-0.43,33,2,15.72,1,1
25,up,315.00,299.70,18.25,140.3,62.6,17,12,-1.02,-18.8,14,-0.44,34,2,16.52,1,1
25,up,315.00,299.70,18.50,139.9,62.1,17,12,-1.00,-17.3,14,-0.44,33,2,17.16,1,1
25,up,315.00,299.70,18.75,139.4,61.7,17,12,-0.98,-21.0,14,-0.43,32,2,17.44,1,1
25,up,315.00,299.70,19.00,139.0,61.3,18,12,-0.97,-26.3,15,-0.43,32,3,17.76,1,1
25,up,315.00,299.70,19.25,138.5,60.9,18,13,-0.95,-21.5,14,-0.43,33,3,17.96,1,1
25,up,315.00,299.70,19.50,138.1,60.5,18,13,-0.92,-18.8,14,-0.43,33,3,17.92,1,1
25,up,315.00,299.70,19.75,137.6,60.1,19,13,-0.90,-26.3,15,-0.42,32,3,17.44,1,1
25,up,315.00,299.70,20.00,137.1,59.7,18,13,-0.87,-30.1,14,-0.42,34,4,17.12,1,1
25,up,315.00,299.70,20.25,136.6,59.2,16,13,-0.84,-20.2,12,-0.41,35,4,16.72,1,1
25,up,315.00,299.70,20.50,136.2,58.8,16,13,-0.81,-23.6,12,-0.40,34,4,16.24,1,1
25,up,315.00,299.70,20.75,135.7,58.4,16,13,-0.78,-27.4,12,-0.39,34,4,15.84,1,1
25,up,315.00,299.70,21.00,135.1,58.0,16,13,-0.75,-21.1,12,-0.39,34,4,15.64,1,1
25,up,315.00,299.70,21.25,134.6,57.5,16,13,-0.72,-16.5,12,-0.38,34,5,15.36,1,1
25,up,315.00,299.70,21.50,134.1,57.1,15,13,-0.68,-13.3,11,-0.37,34,5,15.12,1,1
25,up,315.00,299.70,21.75,133.6,56.7,14,13,-0.64,-11.3,11,-0.36,34,6,15.0,1,1
25,up,315.00,299.70,22.00,133.0,56.3,15,14,-0.61,-11.1,11,-0.34,34,6,14.96,1,1
25,up,315.00,299.70,22.25,132.5,55.8,15,14,-0.57,-10.8,11,-0.33,34,6,15.0,1,1
25,up,315.00,299.70,22.50,131.9,55.4,15,14,-0.53,-10.6,11,-0.32,35,6,15.24,1,1
25,up,315.00,299.70,22.75,131.3,54.9,15,14,-0.50,-10.3,11,-0.31,35,6,15.52,1,1
25,up,315.00,299.70,23.00,130.8,54.5,16,14,-0.46,-10.8,11,-0.30,35,5,15.76,1,1
25,up,315.00,299.70,23.25,130.2,54.0,16,14,-0.42,-12.6,11,-0.28,37,5,15.96,1,1
25,up,315.00,299.70,23.50,129.6,53.6,16,13,-0.38,-14.9,11,-0.27,38,5,16.16,1,1
25,up,315.00,299.70,23.75,129.0,53.1,16,13,-0.34,-17.8,11,-0.25,38,5,16.44,1,1
25,up,315.00,299.70,24.00,128.3,52.7,16,13,-0.30,-21.0,11,-0.24,36,5,16.68,1,1
25,up,315.00,299.70,24.25,127.7,52.2,17,13,-0.26,-21.8,11,-0.22,37,6,16.96,1,1
25,up,315.00,299.70,24.50,127.1,51.8,17,13,-0.22,-18.9,11,-0.21,36,6,17.36,1,1
25,up,315.00,299.70,24.75,126.4,51.3,18,13,-0.17,-15.7,12,-0.19,36,7,18.08,1,1
25,up,315.00,299.70,25.00,125.8,50.9,19,14,-0.13,-13.2,12,-0.18,35,7,18.6,1,1
25,up,315.00,299.70,25.25,125.1,50.4,20,14,-0.09,-11.2,12,-0.16,35,7,19.08,1,1
25,up,315.00,299.70,25.50,124.4,49.9,19,14,-0.05,-11.1,11,-0.14,34,8,19.56,1,1
25,up,315.00,299.70,25.75,123.7,49.4,21,16,-0.00,-10.9,13,-0.12,36,8,20.04,1,1
25,up,315.00,299.70,26.00,123.0,49.0,21,16,0.04,-10.6,13,-0.11,36,8,20.28,1,1
25,up,315.00,299.70,26.25,122.3,48.5,22,17,0.09,-10.3,14,-0.09,37,8,20.52,1,1
25,up,315.00,299.70,26.50,121.5,48.0,22,17,0.13,-10.4,14,-0.07,37,9,20.72,1,1
25,up,315.00,299.70,26.75,120.8,47.5,21,16,0.18,-10.9,14,-0.05,37,9,20.84,1,1
25,up,315.00,299.70,27.00,120.0,47.0,21,16,0.22,-11.4,14,-0.03,37,9,20.88,1,1
25,up,315.00,299.70,27.25,119.3,46.5,21,16,0.27,-11.6,14,-0.01,36,10,20.8,1,1
25,up,315.00,299.70,27.50,118.5,46.0,21,16,0.31,-11.6,14,0.01,37,11,20.68,1,1
25,up,315.00,299.70,27.75,117.7,45.5,21,16,0.35,-11.4,14,0.04,40,11,20.92,1,1
25,up,315.00,299.70,28.00,116.9,45.0,21,16,0.40,-11.6,14,0.06,40,11,21.2,1,1
25,up,315.00,299.70,28.25,116.0,44.5,22,16,0.44,-11.7,15,0.08,39,11,21.64,1,1
