"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact/Talk Group","Contact/Talk Group Call Type","Contact/Talk Group TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","RX Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Digital Duplex","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Idle TX","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana APRS Mute","Send Talker Alias DMR/NX","AnaAprsTxPath","ARC4","ex_emg_kind","Rpga_Mdc","DisturEn","DisturFreq","dmr_crc_ignore","compand","tx_talkalaes","dup_call","tx_int","BtRxState","idle_tx","nxdn_wn","NxdnRpga","nxdnSqCon","NxdnTxBusy","NxDnPttId","EnRan","DeRan","NxdnEncry","NxdnGroupId","NxdnIdNum","NxdnStateNum","txcc"
"479","Local 1 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","3181","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"480","Metro 2 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","Metro 2","Group Call","3166","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"481","Montana 2 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","Montana 2","Group Call","3130","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"482","Oregon 1 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","3141","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"483","PNW 1 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","PNW 1","Group Call","3187","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"484","PNW 2 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","103187","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"485","PNW Rgnl 2 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","PNW Rgnl 2","Group Call","31771","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"486","Parrot 1 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","Parrot 1","Group Call","9998","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"487","RACOM ARC 2 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","RACOM ARC 2","Group Call","315310","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"488","TAC 1 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","TAC 1","Group Call","8951","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"489","TAC 2 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","TAC 2","Group Call","8952","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"490","TAC 3 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","TAC 3","Group Call","8953","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"491","USA 2 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","USA 2","Group Call","1776","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"492","Utah 2 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","Utah 2","Group Call","3149","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"493","Washington 1 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","Washington 1","Group Call","3153","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"494","Washington 2 TLW","444.10000","449.10000","D-Digital","High","12.5K","Off","Off","Washington 2","Group Call","103153","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"495","BC 1 SUL","444.40000","449.40000","D-Digital","High","12.5K","Off","Off","BC 1","Group Call","3027","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"496","I-5 1 SUL","444.40000","449.40000","D-Digital","High","12.5K","Off","Off","I-5 1","Group Call","3168","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"497","Idaho 1 SUL","444.40000","449.40000","D-Digital","High","12.5K","Off","Off","Idaho 1","Group Call","3116","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"498","Local 1 SUL","444.40000","449.40000","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","3181","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"499","Metro 2 SUL","444.40000","449.40000","D-Digital","High","12.5K","Off","Off","Metro 2","Group Call","3166","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"500","Oregon 1 SUL","444.40000","449.40000","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","3141","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"501","PNW 2 SUL","444.40000","449.40000","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","103187","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"502","PNW Rgnl 2 SUL","444.40000","449.40000","D-Digital","High","12.5K","Off","Off","PNW Rgnl 2","Group Call","31771","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"503","Parrot 1 SUL","444.40000","449.40000","D-Digital","High","12.5K","Off","Off","Parrot 1","Group Call","9998","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"504","TAC 310 SUL","444.40000","449.40000","D-Digital","High","12.5K","Off","Off","TAC 310","Group Call","310","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"505","TAC 311 SUL","444.40000","449.40000","D-Digital","High","12.5K","Off","Off","TAC 311","Group Call","311","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"506","TAC 312 SUL","444.40000","449.40000","D-Digital","High","12.5K","Off","Off","TAC 312","Group Call","312","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"507","Washington 1 SUL","444.40000","449.40000","D-Digital","High","12.5K","Off","Off","Washington 1","Group Call","3153","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","1","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"508","Washington 2 SUL","444.40000","449.40000","D-Digital","High","12.5K","Off","Off","Washington 2","Group Call","103153","WA7DAM","Same Color Code","Carrier","Off","1","1","1","Off","1","2","DMR Puget Sou 04","PNWDigital RX","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"509","Audio Test 2 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","Audio Test 2","Group Call","9999","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"510","BC 1 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","BC 1","Group Call","3027","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"511","Bridge 2 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","Bridge 2","Group Call","3100","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"512","Cascades 1 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","Cascades 1","Group Call","3191","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"513","Idaho 1 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","Idaho 1","Group Call","3116","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"514","Local 1 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","Local 1","Group Call","3181","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"515","Metro 2 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","Metro 2","Group Call","3166","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"516","Montana 2 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","Montana 2","Group Call","3130","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"517","N.America 2 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","N.America 2","Group Call","3163","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"518","Net 2 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","Net 2","Group Call","31002","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"519","Oregon 1 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","Oregon 1","Group Call","3141","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"520","PNW 1 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","PNW 1","Group Call","3187","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"521","PNW 2 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","PNW 2","Group Call","103187","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"522","PNW Rgnl 2 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","PNW Rgnl 2","Group Call","31771","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"523","Parrot 1 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","Parrot 1","Group Call","9998","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"524","TAC 1 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","TAC 1","Group Call","8951","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"525","TAC 2 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","TAC 2","Group Call","8952","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"526","TAC 3 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","TAC 3","Group Call","8953","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"527","TAC 310 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","TAC 310","Group Call","310","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"528","USA 2 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","USA 2","Group Call","1776","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"529","Utah 2 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","Utah 2","Group Call","3149","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"530","Washington 1 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","Washington 1","Group Call","3153","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"531","Washington 2 OCS","146.41250","147.41250","D-Digital","Low","12.5K","Off","Off","Washington 2","Group Call","103153","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"532","Audio Test 2 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","Audio Test 2","Group Call","9999","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","2","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"533","BC 1 BEV","146.50000","147.50000","D-Digital","Low","12.5K","Off","Off","BC 1","Group Call","3027","WA7DAM","Off","Carrier","Off","1","1","1","Off","1","1","DMR Other 01","PNWDigital RX","On","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","131.8","1","Off","Off","Off","Off","Off","Off","1","0","Off","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
